smiles,template,compound_set,hit1,hit2,hit3
Cc1ccc2occ(CC(=O)NCCc3ccncc3)c2c1,z0411a,knitwork_green_site_pure,z0411a,3vws-b,
COc1ccc2c(C(=O)OCCN3CCCC3=O)ccnc2c1,z1040a,knitwork_green_site_pure,z1018a,z1040a,
Cc1ccc2occ(CC(=O)NCCc3ccncc3)c2c1,3vws-b,knitwork_green_site_pure,z0411a,3vws-b,
O=C(OCCN1CCCC1=O)c1ccnc2ccccc12,z1018a,knitwork_green_site_pure,z1018a,z1040a,
O=C(OCCN1CCCC1=O)c1ccnc2ccccc12,z1040a,knitwork_green_site_pure,z1018a,z1040a,
CC(OC(=O)Cc1cnn(C)c1)c1coc2ccccc12,z0215a,knitwork_green_site_pure,z0215a,3vws-b,
O=C(OCCN1CCCC1=O)c1cc(O)nc2ccccc12,z1018a,knitwork_green_site_pure,z1018a,z1040a,
O=C(OCCN1CCCC1=O)c1cc(O)nc2ccccc12,z1040a,knitwork_green_site_pure,z1018a,z1040a,
CCn1cc(CC(=O)OC(C)c2coc3ccccc23)cn1,z0215a,knitwork_green_site_pure,z0215a,3vws-b,
COc1cnc2ccccc2c1C(=O)NCCN1CCCC1=O,z1018a,knitwork_green_site_pure,z1018a,z1040a,
O=C1CCCN1C1CCN(c2c(Br)cnc3ccccc23)C1,z1018a,knitwork_green_site_pure,z1018a,z1040a,
O=C1CCCN1C1CCN(c2ccnc3cc(Br)ccc23)C1,z1018a,knitwork_green_site_pure,z1018a,z1040a,
O=C1CCCN1C1CCN(c2ccnc3cc(Br)ccc23)C1,z1040a,knitwork_green_site_pure,z1018a,z1040a,
