Retro_OK_batch1-2024-12-10-A,,,,,,,,,,,,,,,,,,,,,,,,,,
smiles,name,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,_id,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,original ID,merge_set,inspiration_1,inspiration_2,inspiration_3,inspiration_4,inspiration_5,inspiration_6,purple,purple-text,green,green-text,blue,blue-text,red,red-text
Nc1c(CC(=O)O)cc(CC(=O)O)cc1-c1ccccc1,v604a,6.21844,0.675385,82423,67721,4184,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67721-P231,acceptable,expansion,None,KPCMUKYNNKXHMF-UHFFFAOYSA-N,primer_grip_n_pocket_fstein_bulkdock_input,5hmz-a,5f3z-a,,,,,,,,,,,TRUE,bad
CC1CCN(CC(=O)NCC=Cc2cccnc2)CC1,v609a,3.728476,0.387562,55704,11901,4189,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217037/C11901-P42,acceptable,expansion,None,KJKAAYQWGIVSOZ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0851a,z0193a,,,,,,,,,,TRUE,bad
C[C@@H](CC(=O)Nc1c[nH]nc1-c1nccs1)n1cccc1,v610a,8.727745,0.570752,55812,20751,4190,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217047/C20751-P12,acceptable,expansion,None,VWAMYSBDXCFQCU-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0264a,,,,,,,,,,,TRUE,bad
c1cc(-c2ccc(CNCCc3cscn3)o2)[nH]n1,v612a,2.926062,0.632076,56073,13787,4192,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217045/C13787-P12,acceptable,expansion,None,UIHNHSGAWWYZJJ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0264a,,,,,,,,,,,TRUE,bad
O=C(NCCc1nccs1)NCc1cc(-c2ccccc2)[nH]n1,v614a,7.171136,0.437261,56447,23723,4194,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217047/C23723-P28,acceptable,expansion,None,CCPNCJKSPAUVNR-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0264a,,,,,,,,,,,TRUE,bad
CC(C)(NC(=O)C=Cc1cn[nH]c1)c1nc(C(F)(F)F)cs1,v617a,3.948796,0.483956,56912,10050,4197,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217045/C10050-P12,acceptable,expansion,None,DADSAPQQDDUWHN-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0264a,,,,,,,,,,,TRUE,bad
Cc1csc(C(C)(C)NC(=O)C=Cc2cn[nH]c2)n1,v618a,3.008614,0.507336,56921,10068,4198,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217045/C10068-P12,acceptable,expansion,None,UQSHJVZWGPXUMU-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0264a,,,,,,,,,,,TRUE,bad
O=C(NCCc1ccccn1)c1cccn1C1CCNCC1,v619a,6.909584,0.344246,57061,15413,4199,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217044/C15413-P42,acceptable,expansion,None,ONMVMPIETUJGPU-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0193a,,,,,,,,,,,TRUE,bad
O=C(NCc1ccccn1)c1cccn1C1CCNCC1,v621a,7.143402,0.329447,57097,15937,4201,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217044/C15937-P42,acceptable,expansion,None,ZJXXRVIHPNHLIS-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0193a,,,,,,,,,,,TRUE,bad
CC(C)C(=O)N[C@H](C)c1ccc(F)cn1,v624a,4.213002,0.682055,57868,15416,4204,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C15416-P28,acceptable,expansion,None,JQSBPXUZUDUFTP-MRVPVSSYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0264a,d0615b,,,,,,,,,,,TRUE,bad
C[C@@H](Oc1cccnc1)C(=O)NC[C@H](CO)c1cccnc1,v625a,4.501978,0.521963,71583,13623,4205,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C13623-P42,acceptable,expansion,None,NBXAYGBEQBZCQN-TZMCWYRMSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0472a,,,,,,,,,,,TRUE,bad
CCN([C@@H](C)c1cccnc1)S(=O)(=O)Cc1cccnc1,v627a,14.576916,0.575963,71899,10370,4207,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C10370-P19,acceptable,expansion,None,WWDASINWQNVIKX-ZDUSSCGKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0472a,,,,,,,,,,,TRUE,bad
CCN([C@@H](C)c1cccnc1)S(=O)(=O)Cc1cccnc1,v627b,14.084052,0.547893,71907,10370,4208,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C10370-P42,acceptable,expansion,None,WWDASINWQNVIKX-ZDUSSCGKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0191a,d0472a,,,,,,,,,,,TRUE,bad
COc1cc(NCc2cncs2)ccn1,v629a,5.171372,0.747725,59460,17993,4209,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217040/C17993-P51,acceptable,expansion,None,FWJSOTKQDQLPTA-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0264a,d0615b,,,,,,,TRUE,okay,,,,
C[C@@H](NC(=O)NCc1ccnc(C2CC2)c1)c1cscn1,v631a,4.790911,0.480083,59507,15394,4211,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217048/C15394-P42,acceptable,expansion,None,QHLJSPYESYKMNH-SNVBAGLBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0264a,d0472a,,,,,,,,,,,TRUE,bad
Cn1cncc1-c1nnc([C@H]2CCCCN2)o1,v632a,5.680504,0.473493,59532,13407,4212,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C13407-P68,acceptable,expansion,None,NGTMRIIMIQXHAF-MRVPVSSYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0866a,z0875c,,,,,,,,,,,TRUE,bad
CCCCCSCCn1ccnc1C(=O)c1ccncc1,v636a,13.557519,0.443408,60371,26095,4215,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C26095-P12,acceptable,expansion,None,KMFPFVIDLLDVEH-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,z0103a,,,,,,,,,,,TRUE,bad
C[C@@H](CNC(=O)c1ccc(-c2nc[nH]n2)nc1)c1ncc[nH]1,v637a,4.875718,0.538989,60760,16080,4216,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C16080-P42,acceptable,expansion,None,QAXRUQAZQORQFQ-VIFPVBQESA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0103a,,,,,TRUE,experimental,,,,,TRUE,bad
C[C@H](NC(=O)c1ccnc(-n2cccc2)c1)c1ncc[nH]1,v640a,3.960283,0.576621,61491,19774,4219,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C19774-P42,acceptable,expansion,None,DNLUSRYLIQAQAE-NSHDSACASA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0103a,,,,,,,TRUE,okay,,,,
O[C@]1(CNCc2ccn[nH]2)CCOC1,v646a,2.108268,0.453151,62308,10197,4224,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C10197-P26,acceptable,expansion,None,KSJKSHACFSYXRS-VIFPVBQESA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
C[C@]1(CNCc2ccn[nH]2)CCOC1,v647a,2.800147,0.477282,62312,10237,4225,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C10237-P26,acceptable,expansion,None,GKONBCCMPJCIRH-SNVBAGLBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O[C@H]1COC[C@@H]1CNCc1ccn[nH]1,v648a,1.996471,0.540674,62317,10275,4226,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C10275-P26,acceptable,expansion,None,DFFAHRILMAZSJI-CBAPKCEASA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O=C(CCCn1cccc1)NCc1ccc(-n2ccnc2)nc1,v649a,7.345656,0.431723,62547,22771,4227,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C22771-P42,acceptable,expansion,None,GNIAMKSLLNSZRD-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0103a,,,,,,,,,,,TRUE,bad
C=C(Cn1ccnc1)C(=O)N[C@H](CO)Cc1cccnc1,v658a,3.730701,0.391826,63089,9237,4232,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C9237-P42,acceptable,expansion,None,RVTMFWDQLFZZMH-AWEZNQCLSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0103a,,,,,,,,,,,TRUE,bad
c1cncc(-c2nnc(-c3ccnc(-n4ccnc4)c3)o2)c1,v661a,3.767268,0.496507,63254,21233,4234,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C21233-P42,acceptable,expansion,None,SSVXXQWWLAHTNL-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0103a,,,,,,,,,,,TRUE,bad
O=C(CCCn1ccnc1)N[C@H](CO)[C@H](O)c1cccnc1,v662a,5.108307,0.402556,63518,21752,4235,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C21752-P42,acceptable,expansion,None,OGZOZASNCRKGGW-UKRRQHHQSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,z0103a,,,,,,,,,,,TRUE,bad
C[C@@H](Cc1cnc[nH]1)C(=O)NCc1nnc(N2CCCC2)o1,v663a,11.646739,0.57103,63661,23300,4236,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217043/C23300-P68,acceptable,expansion,None,ISGOZNHBHDSYOK-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0866a,z0875c,,,,,,,,,,,TRUE,bad
CC[C@H](NC(=O)Nc1ccc(OC(F)F)cn1)[C@H]1CCCO1,v670a,9.744388,0.535989,64813,17764,4242,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C17764-P12,acceptable,expansion,None,QYNKZXZODFVRMI-WDEREUQCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O=C(N[C@H]1CCC12CNC2)c1ccc(-c2ccncc2)nc1,v671b,9.08404,0.368575,65179,26127,4244,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217041/C26127-P42,acceptable,expansion,None,UIYHLUVSYDHDET-HNNXBMFYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
C[C@@H](CC(=O)Nc1cn[nH]c1C#N)[C@@H]1CCCO1,v673a,4.251361,0.603983,65443,22539,4245,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22539-P26,acceptable,expansion,None,CCDQLSZZRRFIMQ-KWQFWETISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
Cn1cc(C(=O)CNC(=O)[C@@H]2CCCO2)cn1,v674b,3.795911,0.609468,65456,22542,4247,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22542-P26,acceptable,expansion,None,GYTSIWMUBRJWHK-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
CC(C)(NCc1ccnn1C1CCCC1)[C@H]1CCCO1,v676a,9.728171,0.431604,65964,22777,4248,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22777-P26,acceptable,expansion,None,BGISRZGITIPTJB-OAHLLOKOSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O=C(NC[C@H]1CCCO1)c1ccn(C2CCCC2)n1,v677a,5.552572,0.475652,66089,22810,4249,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22810-P26,acceptable,expansion,None,PKXYYGMIJNAOPA-GFCCVEGCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O=S(=O)(NC[C@H]1CCCO1)c1ccnn1C1CCCC1,v678a,5.850543,0.372468,66141,22883,4250,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22883-P12,acceptable,expansion,None,NENRSKFHYRSTBY-GFCCVEGCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O=S(=O)(NC[C@H]1CCCO1)c1ccnn1C1CCCC1,v678b,4.670086,0.386186,66143,22883,4251,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C22883-P26,acceptable,expansion,None,NENRSKFHYRSTBY-GFCCVEGCSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
O=S(=O)(NC[C@@H]1CCCO1)c1cnn(C2CCCC2)c1,v680a,8.494449,0.37764,66265,23189,4252,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C23189-P12,acceptable,expansion,None,JUSGTJATUSPCAX-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0254a,,,,,,,,,,,TRUE,bad
Clc1cc(NCc2ccn[nH]2)ccn1,v682a,1.309471,0.49105,67005,18236,4254,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C67005-P104,acceptable,expansion,None,JUQITCQTBRXLFI-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
Fc1cnccc1NCc1ccn[nH]1,v683a,1.929091,0.491651,67018,18302,4255,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C67018-P129,acceptable,expansion,None,FMJBOIXFOZOLDO-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
C=CCNC(=O)c1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,v684a,3.233842,0.534029,67085,18620,4256,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C67085-P113,acceptable,expansion,None,GEAOQYLHMSKZNR-ZDUSSCGKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
Clc1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,v685a,1.990679,0.702297,67118,18764,4257,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18764-P12,acceptable,expansion,None,FHKULKBQABHKGZ-VIFPVBQESA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
CNS(=O)(=O)c1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,v686a,2.698165,0.554934,67138,18861,4258,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18861-P12,acceptable,expansion,None,FURJNGPDIFHZDK-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
C[S@@](=N)(=O)c1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,v687a,2.539211,0.578878,67148,18883,4259,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18883-P12,acceptable,expansion,None,HGFITXIOQBKAJS-WVDJIFEKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
OCc1ccnc(N2CC[C@H](c3ccn[nH]3)C2)c1,v688a,2.459838,0.65012,67152,18884,4260,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18884-P12,acceptable,expansion,None,TYJCAHRAGOYIEV-NSHDSACASA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
CS(=O)(=O)c1ccc(N2CC[C@H](c3ccn[nH]3)C2)nc1,v689a,2.489466,0.58972,67155,18885,4261,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18885-P12,acceptable,expansion,None,OMJITSFZDIWXMI-JTQLQIEISA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
c1cc([C@H]2CCN(c3ccc(C4CC4)cn3)C2)[nH]n1,v690a,2.420963,0.577018,67185,18897,4262,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217042/C18897-P12,acceptable,expansion,None,QEHJTFFBFMMWOU-ZDUSSCGKSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
N#Cc1ccc(OCCNC(=O)CCc2nccs2)nc1,v691a,4.971905,0.286857,67308,12413,4263,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217965/C67308-P203,acceptable,expansion,None,HTZVXKPYUGQGKR-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
COC(=O)c1[nH]c(C(C)C)cc1-c1cn[nH]c1,v693a,3.495174,0.453073,67381,11952,4265,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217912/C67381-P42,acceptable,expansion,None,PZJPOAHREUQCOG-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CC(=Cc1ccccn1)C(=O)N(C)[C@]1(C(=O)O)CCOC1,v696a,3.580361,0.301372,67908,24657,4268,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C67908-P151,acceptable,expansion,None,SFXBVCJTOODOJM-OAHLLOKOSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0472a,,,,,,,,,,,TRUE,bad
C[C@H](NCc1nc(Br)c[nH]1)c1cncs1,v698a,1.958677,0.464884,68384,10840,4270,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217910/C68384-P206,acceptable,expansion,None,NPOUPNCGJMKKFK-LURJTMIESA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0615b,z0103a,,,,,,,,,,,TRUE,bad
Cc1cnc(CN[C@@H](C)c2cncs2)[nH]1,v699a,2.995201,0.597414,68411,11581,4271,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217047/C11581-P51,acceptable,expansion,None,JVFQXDPMNDGBGU-QMMMGPOBSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0615b,z0103a,,,,,,,,,,,TRUE,bad
CC[C@@]1(CNc2ccccn2)CCCO1,v700a,1.64515,0.707626,68430,24886,4272,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217044/C24886-P42,acceptable,expansion,None,JPRNUXAPQYFFIN-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0472a,,,,,,,,,,,TRUE,bad
C[C@@H](CNC(=O)Cc1cncs1)CNC(=O)Cc1cncn1C,v701a,12.47785,0.418954,68587,10254,4273,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68587-P21,acceptable,expansion,None,OKCRVQGQXDQLPL-LLVKDONJSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0615b,z0875c,,,,,,,,,,,TRUE,bad
COCCN(Cc1cncs1)C(=O)Cn1cnc(C(=O)O)c1,v702a,8.932299,0.438932,68616,13088,4274,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68616-P22,acceptable,expansion,None,PEQWBQJGCBBXLK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0615b,z0103a,,,,,,,,,,,TRUE,bad
CC(C)c1[nH]ccc1C(=O)NCCN(CCO)C(=O)c1ccncc1,v704a,3.881038,0.335626,68670,15286,4276,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68670-P27,acceptable,expansion,None,VZHCCDLJUPHCRO-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CC(F)(F)CCSCc1csc(-c2ccccn2)n1,v705a,4.161204,0.46472,68678,9221,4277,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68678-P50,acceptable,expansion,None,LOJDYOQALPVEMW-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
CC(C)c1[nH]ccc1C(=O)NCCN(CCO)C(=O)c1ccncc1,v704b,4.480051,0.375209,68680,15286,4278,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68680-P53,acceptable,expansion,None,VZHCCDLJUPHCRO-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
CC[C@@H]1OCC[C@@H]1NC(=O)NCc1ccccn1,v707a,4.783697,0.366874,68710,25040,4279,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68710-P53,acceptable,expansion,None,FSXPLQXXHLGGOZ-RYUDHWBXSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0254a,d0472a,,,,,,,,,,,TRUE,bad
CCN(CCNC(=O)c1ccncc1)C(=O)c1cc[nH]c1C(C)C,v708a,6.966821,0.350395,68784,15419,4280,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68784-P45,acceptable,expansion,None,SCCOTQRDELFMAJ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
O=C(NOc1ccccc1)c1csc(-c2ccccn2)n1,v709a,3.126727,0.529514,68845,11886,4281,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68845-P29,acceptable,expansion,None,PHSUBCYVDMBACQ-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,,,,,TRUE,bad
CC(C)CCc1ccc(NC(=O)NC[C@H](C)c2ccncc2)nc1,v710a,1.923007,0.32064,68857,26009,4282,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68857-P52,acceptable,expansion,None,DDNYUOMDCCAGKE-HNNXBMFYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0191a,,,,,,,,,,,TRUE,bad
Cc1cnccc1NCc1cncs1,v711a,4.247793,0.784388,68896,17585,4283,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C17585-P42,acceptable,expansion,None,BELNFEYNDRWEIK-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,TRUE,okay,,,,
CNc1ccnc(NCc2cncs2)c1,v712a,2.114656,0.798455,68932,17667,4284,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C68932-P46,acceptable,expansion,None,DXWJLJGPVSIGQY-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,TRUE,okay,,,,
Nc1cnccc1NCc1cncs1,v713a,1.598128,0.789526,68971,17958,4285,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C17958-P42,acceptable,expansion,None,AUMLEUREFZMPKP-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,TRUE,okay,,,,
Nc1cnccc1NCc1cncs1,v713b,1.789537,0.784331,68972,17958,4286,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C17958-P51,acceptable,expansion,None,AUMLEUREFZMPKP-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,TRUE,okay,,,,
NNc1cc(NCc2cncs2)ccn1,v715a,3.788973,0.736046,68980,18043,4287,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217046/C18043-P42,acceptable,expansion,None,XGMDJKMAPHHRFH-UHFFFAOYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0472a,d0615b,,,,,,,TRUE,okay,,,,
CC(C)[C@H](CNC(=O)Cc1ccc[nH]1)NC(=O)c1ccncc1,v716a,29.421253,0.405821,69028,16164,4288,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69028-P46,acceptable,expansion,None,QQVUFOGGROOJOT-HNNXBMFYSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
Cc1ccnc(NC(=O)NC[C@H](C)c2ccccn2)c1,v717a,1.46965,0.495435,69057,11677,4289,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217914/C69057-P48,acceptable,expansion,None,QCBHBPRJFDZETI-LBPRGKRZSA-N,RdRp_knitwork_primer_grip_n_pocket_pure_fragalysis.sdf,d0160a,d0472a,,,,,,,,,,,TRUE,bad
